"VERSIONS","LEVEL_ID","TERRITORY_ID","NAME_HTML","YEAR","DATE","UNIT","VALUE"
"2016","3","AT311","Innviertel","2021","2021","PC","743600.0"
"2016","3","AT311","Innviertel","2022","2022","PC","1069934.0"
"2016","3","AT311","Innviertel","2023","2023","PC","1094796.0"
"2016","3","AT311","Innviertel","2024","2024","PC","1130350.0"
"2016","3","AT312","Linz-Wels","2019","2019","PC","1696834.0"
"2016","3","AT312","Linz-Wels","2020","2020","PC","819202.0"
"2016","3","AT312","Linz-Wels","2021","2021","PC","1019836.0"
"2016","3","AT312","Linz-Wels","2022","2022","PC","1577414.0"
"2016","3","AT312","Linz-Wels","2023","2023","PC","1794521.0"
"2016","3","AT312","Linz-Wels","2024","2024","PC","1764873.0"
"2016","3","AT313","Mühlviertel","2019","2019","PC","1069721.0"
"2016","3","AT313","Mühlviertel","2020","2020","PC","558268.0"
"2016","3","AT313","Mühlviertel","2021","2021","PC","615002.0"
"2016","3","AT313","Mühlviertel","2022","2022","PC","859076.0"
"2016","3","AT313","Mühlviertel","2023","2023","PC","936003.0"
"2016","3","AT313","Mühlviertel","2024","2024","PC","969018.0"
"2016","3","AT314","Steyr-Kirchdorf","2019","2019","PC","969693.0"
"2016","3","AT314","Steyr-Kirchdorf","2020","2020","PC","700241.0"
"2016","3","AT314","Steyr-Kirchdorf","2021","2021","PC","676533.0"
"2016","3","AT314","Steyr-Kirchdorf","2022","2022","PC","927758.0"
"2016","3","AT314","Steyr-Kirchdorf","2023","2023","PC","1033460.0"
"2016","3","AT314","Steyr-Kirchdorf","2024","2024","PC","1065502.0"
"2016","3","AT315","Traunviertel","2019","2019","PC","2902342.0"
"2016","3","AT315","Traunviertel","2020","2020","PC","2013982.0"
"2016","3","AT315","Traunviertel","2021","2021","PC","1977816.0"
"2016","3","AT315","Traunviertel","2022","2022","PC","2668451.0"
"2016","3","AT315","Traunviertel","2023","2023","PC","2933299.0"
"2016","3","AT315","Traunviertel","2024","2024","PC","3053493.0"
"2016","3","AT321","Lungau","2019","2019","PC","1370217.0"
"2016","3","AT321","Lungau","2020","2020","PC","614006.0"
"2016","3","AT321","Lungau","2021","2021","PC","406612.0"
"2016","3","AT321","Lungau","2022","2022","PC","715588.0"
"2016","3","AT321","Lungau","2023","2023","PC","901465.0"
"2016","3","AT321","Lungau","2024","2024","PC","923374.0"
"2016","3","AT322","Pinzgau-Pongau","2019","2019","PC","17475868.0"
"2016","3","AT322","Pinzgau-Pongau","2020","2020","PC","12869576.0"
"2016","3","AT322","Pinzgau-Pongau","2021","2021","PC","8265471.0"
"2016","3","AT322","Pinzgau-Pongau","2022","2022","PC","16762605.0"
"2016","3","AT322","Pinzgau-Pongau","2023","2023","PC","18483684.0"
"2016","3","AT322","Pinzgau-Pongau","2024","2024","PC","18623149.0"
"2016","3","AT323","Salzburg und Umgebung","2019","2019","PC","5919753.0"
"2016","3","AT323","Salzburg und Umgebung","2020","2020","PC","2746142.0"
"2016","3","AT323","Salzburg und Umgebung","2021","2021","PC","2865043.0"
"2016","3","AT323","Salzburg und Umgebung","2022","2022","PC","4862586.0"
"2016","3","AT323","Salzburg und Umgebung","2023","2023","PC","5678855.0"
"2016","3","AT323","Salzburg und Umgebung","2024","2024","PC","5673704.0"
"2016","3","AT331","Außerfern","2019","2019","PC","2773794.0"
"2016","3","AT331","Außerfern","2020","2020","PC","2144878.0"
"2016","3","AT331","Außerfern","2021","2021","PC","1845700.0"
"2016","3","AT331","Außerfern","2022","2022","PC","3068444.0"
"2016","3","AT331","Außerfern","2023","2023","PC","3216125.0"
"2016","3","AT331","Außerfern","2024","2024","PC","3206571.0"
"2016","3","AT332","Innsbruck","2019","2019","PC","6384516.0"
"2016","3","AT332","Innsbruck","2020","2020","PC","3323393.0"
"2016","3","AT332","Innsbruck","2021","2021","PC","2945858.0"
"2016","3","AT332","Innsbruck","2022","2022","PC","5339362.0"
"2016","3","AT332","Innsbruck","2023","2023","PC","6042874.0"
"2016","3","AT332","Innsbruck","2024","2024","PC","6367306.0"
"2016","3","AT333","Osttirol","2019","2019","PC","1683220.0"
"2016","3","AT333","Osttirol","2020","2020","PC","1313728.0"
"2016","3","AT333","Osttirol","2021","2021","PC","995962.0"
"2016","3","AT333","Osttirol","2022","2022","PC","1572335.0"
"2016","3","AT333","Osttirol","2023","2023","PC","1735721.0"
"2016","3","AT333","Osttirol","2024","2024","PC","1735425.0"
"2016","3","AT334","Tiroler Oberland","2019","2019","PC","12380001.0"
"2016","3","AT334","Tiroler Oberland","2020","2020","PC","7604421.0"
"2016","3","AT334","Tiroler Oberland","2021","2021","PC","4666175.0"
"2016","3","AT334","Tiroler Oberland","2022","2022","PC","10920397.0"
"2016","3","AT334","Tiroler Oberland","2023","2023","PC","11865427.0"
"2016","3","AT334","Tiroler Oberland","2024","2024","PC","12245883.0"
"2016","3","AT335","Tiroler Unterland","2019","2019","PC","15649851.0"
"2016","3","AT335","Tiroler Unterland","2020","2020","PC","10835375.0"
"2016","3","AT335","Tiroler Unterland","2021","2021","PC","8367746.0"
"2016","3","AT335","Tiroler Unterland","2022","2022","PC","14605445.0"
"2016","3","AT335","Tiroler Unterland","2023","2023","PC","15579477.0"
"2016","3","AT335","Tiroler Unterland","2024","2024","PC","15714981.0"
"2016","3","AT341","Bludenz-Bregenzer Wald","2019","2019","PC","5753432.0"
"2016","3","AT341","Bludenz-Bregenzer Wald","2020","2020","PC","4070732.0"
"2016","3","AT341","Bludenz-Bregenzer Wald","2021","2021","PC","2805205.0"
"2016","3","AT341","Bludenz-Bregenzer Wald","2022","2022","PC","5527889.0"
"2016","3","AT341","Bludenz-Bregenzer Wald","2023","2023","PC","6027664.0"
"2016","3","AT341","Bludenz-Bregenzer Wald","2024","2024","PC","6170603.0"
"2016","3","AT342","Rheintal-Bodenseegebiet","2019","2019","PC","1430646.0"
